deltaT,dairy_network,no_of_reachable_nodes
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_926.network,11
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_926.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_926.network,340
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_926.network,1173
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_926.network,2294
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_926.network,2579
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_927.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_927.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_927.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_927.network,12
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_927.network,2086
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_927.network,2340
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_928.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_928.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_928.network,13
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_928.network,20
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_928.network,1083
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_928.network,1683
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_929.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_929.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_929.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_929.network,1479
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_929.network,1859
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_929.network,2107
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_930.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_930.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_930.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_930.network,2165
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_930.network,2474
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_930.network,2656
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_931.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_931.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_931.network,1175
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_931.network,1803
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_931.network,2110
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_931.network,2464
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_932.network,26
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_932.network,251
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_932.network,1663
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_932.network,2474
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_932.network,3008
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_932.network,3401
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_933.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_933.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_933.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_933.network,1358
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_933.network,1597
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_933.network,1742
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_934.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_934.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_934.network,11
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_934.network,1770
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_934.network,2723
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_934.network,3016
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_935.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_935.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_935.network,26
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_935.network,1451
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_935.network,1795
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_935.network,2020
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_936.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_936.network,36
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_936.network,1524
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_936.network,1950
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_936.network,2341
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_936.network,2777
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_937.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_937.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_937.network,11
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_937.network,1711
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_937.network,2016
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_937.network,2219
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_938.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_938.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_938.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_938.network,783
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_938.network,1253
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_938.network,1550
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_939.network,34
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_939.network,532
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_939.network,1417
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_939.network,1955
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_939.network,2733
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_939.network,3304
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_940.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_940.network,1010
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_940.network,1574
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_940.network,2498
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_940.network,3030
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_940.network,3373
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_941.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_941.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_941.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_941.network,24
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_941.network,762
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_941.network,910
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_942.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_942.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_942.network,1308
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_942.network,1861
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_942.network,2258
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_942.network,2648
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_943.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_943.network,57
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_943.network,1786
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_943.network,2300
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_943.network,2663
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_943.network,3154
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_944.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_944.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_944.network,912
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_944.network,1987
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_944.network,2334
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_944.network,2606
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_945.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_945.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_945.network,554
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_945.network,1057
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_945.network,1971
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_945.network,2317
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_946.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_946.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_946.network,69
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_946.network,482
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_946.network,1855
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_946.network,2134
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_947.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_947.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_947.network,1500
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_947.network,2005
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_947.network,2384
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_947.network,2803
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_948.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_948.network,39
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_948.network,1164
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_948.network,1754
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_948.network,2452
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_948.network,2912
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_949.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_949.network,1039
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_949.network,1499
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_949.network,1940
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_949.network,2306
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_949.network,2625
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_950.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_950.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_950.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_950.network,1329
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_950.network,1559
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_950.network,1690
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_951.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_951.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_951.network,37
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_951.network,501
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_951.network,2103
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_951.network,2386
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_952.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_952.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_952.network,1408
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_952.network,1985
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_952.network,2224
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_952.network,2352
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_953.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_953.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_953.network,24
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_953.network,871
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_953.network,1975
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_953.network,2282
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_954.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_954.network,68
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_954.network,400
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_954.network,997
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_954.network,1971
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_954.network,2299
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_955.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_955.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_955.network,41
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_955.network,1144
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_955.network,1365
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_955.network,1713
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_956.network,47
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_956.network,1420
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_956.network,1925
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_956.network,2404
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_956.network,2826
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_956.network,3268
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_957.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_957.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_957.network,35
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_957.network,2299
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_957.network,2640
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_957.network,2891
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_958.network,23
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_958.network,73
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_958.network,1291
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_958.network,2050
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_958.network,2657
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_958.network,3159
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_959.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_959.network,32
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_959.network,1393
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_959.network,2291
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_959.network,2664
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_959.network,3020
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_960.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_960.network,151
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_960.network,1529
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_960.network,2393
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_960.network,2958
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_960.network,3512
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_961.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_961.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_961.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_961.network,468
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_961.network,2031
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_961.network,2297
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_962.network,12
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_962.network,220
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_962.network,897
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_962.network,1603
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_962.network,2073
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_962.network,2621
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_963.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_963.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_963.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_963.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_963.network,2
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_963.network,2
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_964.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_964.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_964.network,1018
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_964.network,1550
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_964.network,1966
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_964.network,2329
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_965.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_965.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_965.network,9
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_965.network,11
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_965.network,11
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_965.network,12
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_966.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_966.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_966.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_966.network,2108
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_966.network,2296
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_966.network,2522
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_967.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_967.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_967.network,1373
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_967.network,1660
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_967.network,1925
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_967.network,2180
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_968.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_968.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_968.network,11
