org_state,dest_state,month,avg_nb_shp
CO,CA,August,2
NY,NH,August,2
ND,IA,August,2
PA,VT,August,2
CT,VT,August,2
MO,IL,August,2
MI,MN,August,2
SC,NC,August,2
ME,ME,August,2
WI,KS,August,2
SC,SC,August,2
TX,MI,August,2
TN,GA,August,2
TN,TX,August,2
NY,AZ,August,2
MA,MA,August,2
TX,OH,August,2
WV,OH,August,2
KY,IA,August,2
ND,SD,August,2
KY,MI,August,2
PA,FL,August,2
CO,NM,August,2
TN,IA,August,2
MI,IA,August,2
MN,IN,August,2
TX,ID,August,2
PA,MN,August,2
NJ,PA,August,2
CO,AZ,August,2
MN,MO,August,2
WV,PA,August,2
NY,WV,August,2
NM,CA,August,2
MA,VT,August,2
WI,SD,August,2
MN,TX,August,2
SD,KS,August,2
CT,PA,August,2
GA,TN,August,2
KS,NE,August,2
KS,NM,August,2
SC,TN,August,2
WI,NY,August,2
OK,CO,August,2
MA,NY,August,2
CO,NE,August,2
SC,WI,August,2
KY,FL,August,2
MO,KS,August,2
UT,AZ,August,2
IL,TX,August,2
SD,TX,August,2
KY,MN,August,2
WI,PA,August,2
NM,WI,August,2
KS,IL,August,2
TN,MN,August,2
NY,SD,August,2
NV,CA,August,2
FL,TN,August,2
WA,WI,August,2
PA,IA,August,2
AZ,NM,August,2
AR,AR,August,1
TN,MO,August,1
UT,CO,August,1
UT,TX,August,1
NY,CT,August,1
SD,CO,August,1
ID,TX,August,1
KY,MO,August,1
PA,VA,August,1
WI,FL,August,1
CO,ID,August,1
TX,TN,August,1
TX,SD,August,1
NE,TX,August,1
OH,NY,August,1
NM,IA,August,1
VA,PA,August,1
OH,IL,August,1
IL,KS,August,1
MO,MN,August,1
ID,OR,August,1
KY,TX,August,1
NY,ID,August,1
WA,TX,August,1
MN,CO,August,1
FL,OH,August,1
TN,MI,August,1
FL,IA,August,1
MT,ID,August,1
NY,NM,August,1
NY,WA,August,1
NM,MN,August,1
PA,NJ,August,1
ND,ND,August,1
FL,IN,August,1
KS,CA,August,1
MD,NY,August,1
WY,CO,August,1
MN,NE,August,1
OK,MO,August,1
MD,OH,August,1
AR,WI,August,1
ID,CO,August,1
OK,IA,August,1
IN,IA,August,1
OH,MN,August,1
WA,MN,August,1
FL,MN,August,1
CA,FL,August,1
PA,IL,August,1
MN,OH,August,1
ID,AZ,August,1
PA,TX,August,1
AR,KS,August,1
OH,IA,August,1
TX,NE,August,1
AR,IA,August,1
ID,WI,August,1
ID,MN,August,1
CO,SD,August,1
SC,OH,August,1
WI,CO,August,1
MT,MT,August,1
FL,IL,August,1
TX,WA,August,1
KS,SD,August,1
OK,WI,August,1
MO,TX,August,1
NM,OK,August,1
SD,NE,August,1
KY,PA,August,1
TX,UT,August,1
MI,NY,August,1
MI,PA,August,1
MD,WI,August,1
NY,OK,August,1
TN,NC,August,1
KS,AZ,August,1
WI,TN,August,1
CO,WY,August,1
IL,KY,August,1
IL,TN,August,1
TX,PA,August,1
IN,MN,August,1
AZ,CO,August,1
SC,IN,August,1
IN,KY,August,1
AL,FL,August,1
ME,NY,August,1
AR,OK,August,1
KS,IN,August,1
FL,MI,August,1
NE,MO,August,1
OK,MN,August,1
KY,GA,August,1
CA,IL,August,1
NH,VT,August,1
TN,PA,August,1
AR,IL,August,1
OK,NM,August,1
CA,MI,August,1
WA,AZ,August,1
SD,IL,August,1
TX,NY,August,1
CA,MO,August,1
CO,UT,August,1
TN,KS,August,1
FL,PA,August,1
WV,WI,August,1
PA,TN,August,1
TX,GA,August,1
GA,WI,August,1
WA,IA,August,1
CO,IL,August,1
KS,MI,August,1
CO,MO,August,1
IA,IN,August,1
IL,FL,August,1
VA,OH,August,1
CA,IN,August,1
MS,FL,August,1
SC,TX,August,1
WA,CO,August,1
CO,OK,August,1
UT,WI,August,1
PA,NC,August,1
NJ,NY,August,1
AR,MN,August,1
WI,KY,August,1
KS,FL,August,1
CT,WI,August,1
UT,MN,August,1
OH,FL,August,1
ID,IA,August,1
SC,PA,August,1
MS,TX,August,1
WI,CA,August,1
PA,WV,August,1
SC,IA,August,1
AZ,WI,August,1
NY,SC,August,1
OH,KY,August,1
KS,OH,August,1
FL,NC,August,1
FL,MO,August,1
TX,KY,August,1
WV,VA,August,1
CA,SD,August,1
OH,TX,August,1
TX,AR,August,1
CA,OH,August,1
VA,NC,August,1
ND,TX,August,1
FL,KS,August,1
PA,MA,August,1
CT,CT,August,1
MO,IN,August,1
KY,NY,August,1
SC,MI,August,1
IA,MI,August,1
KY,KS,August,1
ND,CO,August,1
NY,NE,August,1
CO,WA,August,1
UT,WA,August,1
SC,MN,August,1
SC,IL,August,1
NE,IL,August,1
ID,KS,August,1
AZ,KS,August,1
CA,CA,September,1164
IA,IA,September,771
WI,WI,September,481
TX,TX,September,268
MN,MN,September,240
NY,NY,September,210
IA,MN,September,199
FL,FL,September,117
IA,WI,September,90
MN,WI,September,69
NY,PA,September,64
MN,IA,September,58
WA,WA,September,57
ID,ID,September,54
CO,CO,September,54
NY,VT,September,53
NM,TX,September,51
WI,MN,September,50
AZ,AZ,September,49
MI,MI,September,45
KS,KS,September,43
PA,PA,September,41
NY,WI,September,35
WI,IA,September,35
NM,NM,September,34
IA,SD,September,32
IL,IL,September,31
IL,WI,September,30
IN,IN,September,30
TX,NM,September,27
IA,IL,September,27
NY,OH,September,27
VT,VT,September,25
WI,IL,September,25
NY,MI,September,24
CA,AZ,September,22
OH,OH,September,21
TX,KS,September,18
NE,IA,September,18
WI,MI,September,17
OK,TX,September,17
NE,NE,September,16
MI,WI,September,16
IA,NE,September,16
NY,IN,September,14
SD,MN,September,14
NY,MN,September,14
TN,TN,September,13
KS,TX,September,13
OR,OR,September,13
IL,IA,September,12
SD,IA,September,12
KY,KY,September,11
OR,WA,September,11
NY,MA,September,11
IA,MO,September,11
NY,IA,September,11
TX,CO,September,10
PA,NY,September,10
MO,MO,September,10
GA,GA,September,10
MN,SD,September,10
CA,ID,September,10
NY,FL,September,10
TX,OK,September,9
CO,KS,September,9
WI,IN,September,9
TX,WI,September,9
UT,UT,September,9
IN,OH,September,9
KS,CO,September,9
OK,KS,September,9
NY,IL,September,9
OK,OK,September,9
NY,TX,September,8
CO,TX,September,8
GA,FL,September,8
MI,IN,September,8
CA,TX,September,8
TX,IA,September,8
IL,IN,September,8
SD,SD,September,7
KY,IN,September,7
TX,MN,September,7
FL,GA,September,7
PA,OH,September,7
MD,PA,September,7
NY,MD,September,7
KS,IA,September,7
NE,KS,September,7
CA,WA,September,6
MI,OH,September,6
UT,ID,September,6
NE,MN,September,6
OH,IN,September,6
KY,TN,September,6
IL,MN,September,6
IN,MI,September,6
TX,AZ,September,6
IN,WI,September,6
ND,MN,September,5
PA,MD,September,5
AZ,CA,September,5
CA,UT,September,5
PA,WI,September,5
KS,WI,September,5
WI,OH,September,5
SD,WI,September,5
KY,OH,September,5
TX,CA,September,5
KS,MN,September,5
NY,TN,September,5
ID,UT,September,5
ID,CA,September,5
OH,WI,September,5
OR,CA,September,5
WA,CA,September,4
CA,WI,September,4
WA,OR,September,4
KY,WI,September,4
CA,NV,September,4
MN,IL,September,4
CA,CO,September,4
OH,MI,September,4
CO,IA,September,4
CO,MN,September,4
NY,MO,September,4
IN,IL,September,4
TX,FL,September,4
IA,KS,September,4
TX,MO,September,4
MO,IA,September,4
NY,VA,September,4
IL,MO,September,4
OR,ID,September,4
NY,KS,September,4
CO,WI,September,4
SC,FL,September,4
NY,NJ,September,4
PA,MI,September,4
TN,WI,September,4
NM,CO,September,4
KY,IL,September,4
NY,ME,September,4
SC,GA,September,4
NY,CA,September,4
NE,CO,September,4
NM,KS,September,4
NM,AZ,September,4
IL,MI,September,3
NY,KY,September,3
CA,MN,September,3
CT,NY,September,3
WA,ID,September,3
TN,KY,September,3
AR,MO,September,3
NY,NC,September,3
CA,OR,September,3
UT,CA,September,3
NY,GA,September,3
TX,IL,September,3
WI,MO,September,3
NE,SD,September,3
TN,IN,September,3
MD,MD,September,3
ID,WA,September,3
AZ,TX,September,3
CA,NM,September,3
KS,OK,September,3
NE,WI,September,3
AR,TX,September,3
CA,KS,September,3
VT,NY,September,3
NC,NC,September,3
CA,IA,September,3
TN,FL,September,3
ND,WI,September,3
FL,WI,September,3
KS,MO,September,3
NY,CO,September,3
WI,TX,September,3
IL,OH,September,3
OH,PA,September,3
FL,TX,September,3
CT,MA,September,3
MN,MI,September,3
TN,IL,September,2
PA,IN,September,2
TX,IN,September,2
ME,VT,September,2
TN,OH,September,2
PA,VT,September,2
MN,KS,September,2
MI,IL,September,2
CT,VT,September,2
CO,CA,September,2
MO,WI,September,2
ND,IA,September,2
MO,IL,September,2
SC,NC,September,2
WI,KS,September,2
NY,NH,September,2
VA,VA,September,2
MI,MN,September,2
SC,SC,September,2
MA,MA,September,2
ME,ME,September,2
TX,MI,September,2
NY,AZ,September,2
WV,OH,September,2
TN,GA,September,2
TX,OH,September,2
MI,IA,September,2
TN,TX,September,2
KY,IA,September,2
KY,MI,September,2
PA,MN,September,2
CO,NM,September,2
TN,IA,September,2
NJ,PA,September,2
ND,SD,September,2
SC,TN,September,2
MN,IN,September,2
SD,KS,September,2
CO,AZ,September,2
NY,WV,September,2
MN,TX,September,2
PA,FL,September,2
WV,PA,September,2
TX,ID,September,2
NM,CA,September,2
MN,MO,September,2
GA,TN,September,2
CT,PA,September,2
MO,KS,September,2
MA,VT,September,2
TN,MN,September,2
KS,NM,September,2
WI,SD,September,2
WI,PA,September,2
KS,NE,September,2
FL,TN,September,2
KS,IL,September,2
MA,NY,September,2
CO,NE,September,2
OK,CO,September,2
SC,WI,September,2
KY,FL,September,2
IL,TX,September,2
SD,TX,September,2
NY,SD,September,2
WA,WI,September,2
WI,NY,September,2
NM,WI,September,2
KY,MN,September,1
UT,CO,September,1
SD,CO,September,1
UT,AZ,September,1
NV,CA,September,1
PA,IA,September,1
NY,CT,September,1
UT,TX,September,1
NE,TX,September,1
OH,IL,September,1
AZ,NM,September,1
CO,ID,September,1
KY,MO,September,1
TX,TN,September,1
TN,MO,September,1
MO,MN,September,1
AR,AR,September,1
TN,MI,September,1
PA,VA,September,1
ID,TX,September,1
NY,ID,September,1
TX,SD,September,1
MD,OH,September,1
NM,MN,September,1
ID,CO,September,1
MT,ID,September,1
NY,WA,September,1
OH,NY,September,1
OK,MO,September,1
FL,MN,September,1
PA,NJ,September,1
VA,PA,September,1
OH,MN,September,1
NM,IA,September,1
OK,IA,September,1
WI,FL,September,1
FL,OH,September,1
ID,OR,September,1
KS,CA,September,1
MN,CO,September,1
IL,KS,September,1
ID,AZ,September,1
FL,IA,September,1
PA,IL,September,1
ND,ND,September,1
IN,IA,September,1
FL,IN,September,1
MD,NY,September,1
WA,TX,September,1
CA,FL,September,1
MN,NE,September,1
KY,TX,September,1
WY,CO,September,1
OH,IA,September,1
NY,NM,September,1
AR,WI,September,1
SC,OH,September,1
ID,WI,September,1
WA,MN,September,1
PA,TX,September,1
AR,KS,September,1
ID,MN,September,1
MT,MT,September,1
CO,SD,September,1
MN,OH,September,1
TX,NE,September,1
SD,NE,September,1
KS,AZ,September,1
NM,OK,September,1
MI,NY,September,1
KS,SD,September,1
WI,CO,September,1
MI,PA,September,1
MO,TX,September,1
MD,WI,September,1
AR,IA,September,1
FL,IL,September,1
TX,WA,September,1
KY,PA,September,1
TX,UT,September,1
CO,WY,September,1
IN,MN,September,1
KS,IN,September,1
OK,WI,September,1
TN,NC,September,1
WI,TN,September,1
IL,TN,September,1
OK,NM,September,1
NY,OK,September,1
IN,KY,September,1
IL,KY,September,1
AZ,CO,September,1
NH,VT,September,1
AR,IL,September,1
CO,UT,September,1
AR,OK,September,1
AL,FL,September,1
SC,IN,September,1
ME,NY,September,1
NE,MO,September,1
TX,PA,September,1
CA,IL,September,1
KS,MI,September,1
OK,MN,September,1
KY,GA,September,1
FL,MI,September,1
UT,WI,September,1
TX,GA,September,1
WV,WI,September,1
TN,KS,September,1
TN,PA,September,1
FL,PA,September,1
IA,IN,September,1
WA,AZ,September,1
CA,MO,September,1
TX,NY,September,1
SD,IL,September,1
CO,MO,September,1
GA,WI,September,1
WA,IA,September,1
CA,MI,September,1
WI,KY,September,1
WI,CA,September,1
CO,IL,September,1
IL,FL,September,1
ID,IA,September,1
CA,IN,September,1
VA,OH,September,1
SC,TX,September,1
CT,WI,September,1
FL,MO,September,1
PA,TN,September,1
KS,FL,September,1
AZ,WI,September,1
MS,FL,September,1
WA,CO,September,1
MS,TX,September,1
AR,MN,September,1
TX,AR,September,1
PA,NC,September,1
CO,OK,September,1
SC,PA,September,1
FL,NC,September,1
TX,KY,September,1
UT,MN,September,1
WV,VA,September,1
OH,KY,September,1
IA,MI,September,1
NY,SC,September,1
OH,TX,September,1
FL,KS,September,1
WV,IN,September,1
OH,FL,September,1
MO,IN,September,1
CA,OH,September,1
SC,IA,September,1
CA,SD,September,1
NJ,NY,September,1
KS,OH,September,1
ND,TX,September,1
UT,WA,September,1
CA,CA,October,2403
NY,NY,October,412
IA,IA,October,238
TX,TX,October,209
WI,WI,October,201
CO,CO,October,116
MI,MI,October,107
MN,MN,October,86
NY,PA,October,72
NY,VT,October,68
FL,FL,October,68
KY,KY,October,61
ID,ID,October,61
MN,IA,October,49
AZ,AZ,October,48
NM,TX,October,47
WI,IA,October,43
IA,WI,October,39
NY,MI,October,39
OH,OH,October,37
NM,NM,October,34
MN,WI,October,34
NY,OH,October,33
WA,WA,October,30
PA,PA,October,28
KS,KS,October,28
IA,MN,October,28
TX,NM,October,27
VT,VT,October,22
WI,MI,October,21
WI,MN,October,21
NY,WI,October,20
IN,IN,October,17
NY,IN,October,16
OK,TX,October,15
NY,KY,October,15
NY,IA,October,15
IA,SD,October,15
SD,SD,October,15
TN,KY,October,15
MI,IN,October,14
SD,IA,October,14
CA,AZ,October,14
TX,CA,October,14
MI,WI,October,13
NY,CT,October,13
ID,CA,October,13
ND,SD,October,12
AZ,CA,October,12
TX,KS,October,12
TN,TN,October,12
IL,WI,October,12
ND,IA,October,12
TX,CO,October,12
MN,SD,October,11
KY,IN,October,11
WI,IL,October,11
OH,IN,October,10
NY,ME,October,10
TX,IA,October,10
NE,NE,October,10
OK,OK,October,10
WI,IN,October,9
ND,MN,October,9
MI,OH,October,9
OH,MI,October,9
KY,TN,October,9
FL,GA,October,9
TX,OK,October,9
IL,IA,October,8
CO,KS,October,8
CO,TX,October,8
IL,IL,October,8
CO,CA,October,8
OR,OR,October,8
WA,CA,October,8
NY,NH,October,8
VA,VA,October,8
PA,NY,October,8
OK,KS,October,8
NE,IA,October,7
KS,TX,October,7
OR,CA,October,7
KY,OH,October,7
UT,UT,October,7
NY,VA,October,7
TX,AZ,October,7
ND,WI,October,7
KS,CO,October,7
NY,TX,October,7
ID,UT,October,7
IA,IL,October,7
NY,FL,October,6
CO,IA,October,6
KS,IA,October,6
IN,MI,October,6
NY,GA,October,6
UT,CA,October,6
NY,MD,October,6
NC,NC,October,6
TX,WI,October,6
NY,CA,October,6
CA,ID,October,6
NY,MN,October,5
IA,NE,October,5
IN,OH,October,5
SD,MN,October,5
SC,GA,October,5
OH,KY,October,5
NY,NC,October,5
NY,TN,October,5
GA,GA,October,5
IL,IN,October,5
WI,OH,October,5
KY,MI,October,5
OR,WA,October,5
ND,CA,October,5
TN,GA,October,4
KY,IA,October,4
WI,KY,October,4
PA,OH,October,4
NY,IL,October,4
IA,MI,October,4
KY,WI,October,4
ND,ND,October,4
VT,NY,October,4
UT,ID,October,4
MI,IA,October,4
IN,KY,October,4
ND,CO,October,4
AR,TX,October,4
CO,NE,October,4
WI,SD,October,4
CA,TX,October,4
IL,MI,October,4
MN,MI,October,3
MD,PA,October,3
TX,KY,October,3
TN,IN,October,3
CA,UT,October,3
IN,WI,October,3
OH,WI,October,3
TN,IA,October,3
TX,MI,October,3
IA,IN,October,3
CA,CO,October,3
CO,SD,October,3
KY,GA,October,3
TX,FL,October,3
CO,WI,October,3
IL,KY,October,3
NY,KS,October,3
NY,SD,October,3
WI,TX,October,3
AR,AR,October,3
PA,MI,October,3
VA,PA,October,3
WA,ID,October,3
NM,CO,October,3
TX,MN,October,3
AZ,TX,October,3
NY,CO,October,3
OH,PA,October,3
CO,AZ,October,3
KY,IL,October,3
IA,KS,October,3
KS,CA,October,3
OK,IA,October,3
KS,WI,October,3
TN,OH,October,3
WA,OR,October,3
TN,WI,October,3
AR,IA,October,2
OR,ID,October,2
TX,IN,October,2
ND,TX,October,2
TX,SD,October,2
PA,MD,October,2
OH,NY,October,2
KS,OK,October,2
TN,FL,October,2
MI,KY,October,2
TN,MI,October,2
NM,AZ,October,2
ND,MI,October,2
ME,ME,October,2
VA,NC,October,2
OK,CO,October,2
VA,KY,October,2
WI,CA,October,2
ID,CO,October,2
NY,NJ,October,2
NY,MA,October,2
TN,TX,October,2
WI,KS,October,2
KY,TX,October,2
CO,ID,October,2
OH,IA,October,2
VA,OH,October,2
MI,NY,October,2
IA,MO,October,2
KS,NE,October,2
CO,MN,October,2
IN,IA,October,2
NM,CA,October,2
TX,ID,October,2
SC,NC,October,2
NE,SD,October,2
TX,OH,October,2
SD,WI,October,2
TX,NE,October,2
KY,FL,October,2
CO,NM,October,2
WI,NY,October,2
ND,KS,October,2
MN,IN,October,2
WV,OH,October,2
IA,TX,October,2
CA,IA,October,2
SC,FL,October,2
NM,KS,October,2
CO,UT,October,2
TX,GA,October,2
WI,CO,October,2
TX,AR,October,2
SC,KY,October,2
MT,MT,October,2
FL,KY,October,2
ID,TX,October,2
ND,NE,October,2
CA,WA,October,2
IA,CO,October,2
SC,SC,October,2
ID,WA,October,2
TX,MO,October,2
FL,TX,October,2
PA,KY,October,2
MI,IL,October,2
IL,OH,October,2
CT,CT,October,2
ID,AZ,October,2
IA,KY,October,2
MN,CA,October,1
PA,WI,October,1
AZ,CO,October,1
IL,MN,October,1
MN,IL,October,1
MN,TX,October,1
MN,NE,October,1
MN,CO,October,1
TX,IL,October,1
PA,IN,October,1
UT,CO,October,1
TN,NC,October,1
MD,MD,October,1
WV,PA,October,1
NY,WV,October,1
KY,NY,October,1
NY,MO,October,1
NY,AZ,October,1
TX,UT,October,1
IA,OH,October,1
NE,KS,October,1
SD,NE,October,1
ND,ID,October,1
CA,OR,October,1
MT,CA,October,1
KY,PA,October,1
IA,CA,October,1
PA,VA,October,1
ID,IA,October,1
NJ,PA,October,1
MN,KS,October,1
KS,MN,October,1
IN,IL,October,1
CO,MI,October,1
CA,NV,October,1
MI,MN,October,1
TX,TN,October,1
AR,KS,October,1
AR,MO,October,1
AR,KY,October,1
MO,MO,October,1
MI,PA,October,1
NY,NE,October,1
WY,CO,October,1
TN,IL,October,1
KS,SD,October,1
WI,NE,October,1
AR,WI,October,1
TN,CA,October,1
OK,CA,October,1
FL,IA,October,1
WI,MO,October,1
CO,OK,October,1
KY,NC,October,1
ND,IN,October,1
NV,CA,October,1
SC,TN,October,1
PA,IA,October,1
UT,AZ,October,1
TX,NY,October,1
VA,MI,October,1
KY,CA,October,1
MN,KY,October,1
NY,OK,October,1
WI,PA,October,1
ID,OR,October,1
ND,MT,October,1
VA,NY,October,1
VA,TN,October,1
KY,VA,October,1
CA,KS,October,1
KS,MO,October,1
AR,OK,October,1
WI,TN,October,1
KS,NM,October,1
AZ,NM,October,1
WV,KY,October,1
PA,VT,October,1
WV,VA,October,1
WI,FL,October,1
CT,NY,October,1
VA,IN,October,1
NC,KY,October,1
NC,VA,October,1
KS,MI,October,1
MT,ID,October,1
CA,NM,October,1
CO,WY,October,1
WA,IA,October,1
WA,TX,October,1
KY,MN,October,1
WI,GA,October,1
OK,NM,October,1
MN,OH,October,1
UT,TX,October,1
NY,ID,October,1
IL,TX,October,1
TN,NY,October,1
ND,AZ,October,1
CO,KY,October,1
ND,KY,October,1
NE,CO,October,1
FL,TN,October,1
KS,AZ,October,1
OK,WI,October,1
VA,GA,October,1
AZ,IA,October,1
TN,PA,October,1
NM,IA,October,1
ID,MT,October,1
CA,WI,October,1
OK,AR,October,1
TN,VA,October,1
NY,SC,October,1
FL,WI,October,1
OH,IL,October,1
NM,OK,October,1
NC,GA,October,1
TX,PA,October,1
ND,OH,October,1
SD,CO,October,1
KY,MO,October,1
CO,IN,October,1
NC,TN,October,1
WA,CO,October,1
TN,KS,October,1
KY,KS,October,1
TN,MN,October,1
WV,MI,October,1
OH,TN,October,1
VT,NH,October,1
NY,AR,October,1
AR,IN,October,1
IL,CA,October,1
SC,OH,October,1
OK,MO,October,1
KS,KY,October,1
VT,ME,October,1
AR,CA,October,1
FL,MI,October,1
FL,CA,October,1
NJ,NY,October,1
VA,WI,October,1
FL,IN,October,1
ID,WI,October,1
KS,IN,October,1
NE,MN,October,1
OH,TX,October,1
VA,MD,October,1
IL,MO,October,1
OH,GA,October,1
CA,SD,October,1
FL,OH,October,1
GA,FL,October,1
WA,AZ,October,1
MO,IA,October,1
AR,MI,October,1
OH,FL,October,1
MS,MS,October,1
OH,VA,October,1
WV,IN,October,1
SC,IA,October,1
CA,CA,November,2327
NY,NY,November,399
IA,IA,November,230
TX,TX,November,203
WI,WI,November,194
CO,CO,November,112
MI,MI,November,104
MN,MN,November,84
NY,PA,November,70
NY,VT,November,66
FL,FL,November,65
KY,KY,November,60
ID,ID,November,59
MN,IA,November,47
AZ,AZ,November,46
NM,TX,November,45
WI,IA,November,42
IA,WI,November,38
NY,MI,November,38
OH,OH,November,35
NM,NM,November,33
MN,WI,November,33
NY,OH,November,32
WA,WA,November,29
IA,MN,November,27
PA,PA,November,27
KS,KS,November,27
TX,NM,November,26
VT,VT,November,21
WI,MI,November,20
WI,MN,November,20
NY,WI,November,19
NY,IN,November,16
IN,IN,November,16
NY,KY,November,15
OK,TX,November,15
NY,IA,November,15
IA,SD,November,14
TN,KY,November,14
SD,SD,November,14
MI,IN,November,14
SD,IA,November,14
TX,CA,November,14
CA,AZ,November,13
MI,WI,November,13
NY,CT,November,12
ID,CA,November,12
AZ,CA,November,12
ND,SD,November,12
TN,TN,November,12
TX,KS,November,12
IL,WI,November,12
TX,CO,November,12
ND,IA,November,11
MN,SD,November,11
WI,IL,November,10
KY,IN,November,10
OH,IN,November,10
NY,ME,November,10
OK,OK,November,9
NE,NE,November,9
ND,MN,November,9
MI,OH,November,9
TX,IA,November,9
WI,IN,November,9
TX,OK,November,9
OH,MI,November,9
KY,TN,November,9
FL,GA,November,8
IL,IA,November,8
CO,KS,November,8
IL,IL,November,8
CO,TX,November,8
OR,OR,November,8
CO,CA,November,8
PA,NY,November,8
WA,CA,November,8
VA,VA,November,7
NY,NH,November,7
OK,KS,November,7
OR,CA,November,7
KS,TX,November,7
NE,IA,November,7
ND,WI,November,7
NY,VA,November,7
KY,OH,November,7
UT,UT,November,7
KS,CO,November,7
TX,AZ,November,7
NY,TX,November,7
NY,FL,November,6
IA,IL,November,6
CO,IA,November,6
ID,UT,November,6
KS,IA,November,6
IN,MI,November,6
NY,GA,November,6
UT,CA,November,6
NY,MD,November,6
NC,NC,November,6
TX,WI,November,5
NY,CA,November,5
IA,NE,November,5
CA,ID,November,5
NY,MN,November,5
IN,OH,November,5
SD,MN,November,5
SC,GA,November,5
OH,KY,November,5
WI,OH,November,5
IL,IN,November,5
KY,MI,November,5
NY,NC,November,5
GA,GA,November,5
NY,TN,November,4
ND,CA,November,4
OR,WA,November,4
TN,GA,November,4
IA,MI,November,4
NY,IL,November,4
WI,KY,November,4
KY,IA,November,4
PA,OH,November,4
ND,ND,November,4
UT,ID,November,4
MI,IA,November,4
VT,NY,November,4
KY,WI,November,4
IN,KY,November,4
ND,CO,November,4
AR,TX,November,4
CA,TX,November,4
CO,NE,November,3
WI,SD,November,3
TX,KY,November,3
IL,MI,November,3
MN,MI,November,3
TN,IN,November,3
CA,UT,November,3
IN,WI,November,3
MD,PA,November,3
OH,WI,November,3
TN,IA,November,3
CO,SD,November,3
TX,MI,November,3
TX,FL,November,3
IA,IN,November,3
NY,CO,November,3
KY,GA,November,3
CA,CO,November,3
WI,TX,November,3
NY,KS,November,3
CO,WI,November,3
AR,AR,November,3
AZ,TX,November,3
NY,SD,November,3
NM,CO,November,3
TX,MN,November,3
VA,PA,November,3
IL,KY,November,3
PA,MI,November,3
WA,ID,November,3
CO,AZ,November,3
OH,PA,November,3
WA,OR,November,3
KY,IL,November,3
IA,KS,November,3
KS,CA,November,3
TN,OH,November,3
ND,TX,November,3
OK,IA,November,2
TX,SD,November,2
AR,IA,November,2
TX,IN,November,2
OR,ID,November,2
KS,WI,November,2
MI,KY,November,2
TN,WI,November,2
PA,MD,November,2
VA,KY,November,2
TN,FL,November,2
TN,MI,November,2
KS,OK,November,2
TN,TX,November,2
NM,AZ,November,2
WI,CA,November,2
ME,ME,November,2
ND,MI,November,2
OK,CO,November,2
NY,NJ,November,2
ID,CO,November,2
VA,NC,November,2
OH,NY,November,2
IN,IA,November,2
CO,ID,November,2
SC,NC,November,2
CO,MN,November,2
NY,MA,November,2
VA,OH,November,2
KY,TX,November,2
OH,IA,November,2
NM,CA,November,2
IA,MO,November,2
WI,KS,November,2
TX,ID,November,2
KY,FL,November,2
SD,WI,November,2
KS,NE,November,2
WI,NY,November,2
CO,NM,November,2
SC,FL,November,2
MI,NY,November,2
NE,SD,November,2
CA,IA,November,2
TX,NE,November,2
WV,OH,November,2
TX,OH,November,2
TX,GA,November,2
MN,IN,November,2
ND,KS,November,2
CO,UT,November,2
IA,TX,November,2
SC,KY,November,2
WI,CO,November,2
MT,MT,November,2
NM,KS,November,2
FL,KY,November,2
PA,KY,November,2
TX,AR,November,2
SC,SC,November,2
IA,CO,November,2
CA,WA,November,2
CT,CT,November,2
MN,NE,November,2
ND,NE,November,2
IL,OH,November,1
MI,IL,November,1
TX,MO,November,1
ID,TX,November,1
IL,MN,November,1
FL,TX,November,1
MN,IL,November,1
ID,WA,November,1
IA,KY,November,1
PA,IN,November,1
MN,TX,November,1
TX,IL,November,1
ID,AZ,November,1
AZ,CO,November,1
PA,WI,November,1
NY,MO,November,1
TX,UT,November,1
AR,MO,November,1
KY,PA,November,1
UT,CO,November,1
NY,AZ,November,1
KS,MN,November,1
TN,NC,November,1
ID,IA,November,1
CA,NV,November,1
MN,CO,November,1
NJ,PA,November,1
MN,CA,November,1
MN,KS,November,1
AR,KY,November,1
CA,OR,November,1
WV,PA,November,1
IA,OH,November,1
KY,NY,November,1
NY,WV,November,1
CO,MI,November,1
IA,CA,November,1
MI,MN,November,1
MD,MD,November,1
NE,KS,November,1
ND,ID,November,1
SD,NE,November,1
PA,VA,November,1
NY,NE,November,1
IN,IL,November,1
MO,MO,November,1
MT,CA,November,1
WI,NE,November,1
AR,KS,November,1
TN,IL,November,1
KS,SD,November,1
KY,NC,November,1
TN,CA,November,1
WY,CO,November,1
TX,TN,November,1
MI,PA,November,1
PA,IA,November,1
FL,IA,November,1
NY,OK,November,1
OK,CA,November,1
UT,AZ,November,1
NV,CA,November,1
CO,OK,November,1
ND,IN,November,1
AR,WI,November,1
VA,MI,November,1
WI,PA,November,1
TX,NY,November,1
SC,TN,November,1
WI,MO,November,1
MN,KY,November,1
VA,NY,November,1
ID,OR,November,1
WI,FL,November,1
AZ,NM,November,1
CA,KS,November,1
VA,TN,November,1
ND,MT,November,1
AR,OK,November,1
KY,VA,November,1
WI,TN,November,1
KY,CA,November,1
KY,MN,November,1
KS,MI,November,1
VA,IN,November,1
CT,NY,November,1
MT,ID,November,1
WV,KY,November,1
KS,MO,November,1
NE,CO,November,1
CA,NM,November,1
MN,OH,November,1
WV,VA,November,1
CO,WY,November,1
KS,NM,November,1
IL,TX,November,1
PA,VT,November,1
OK,WI,November,1
UT,TX,November,1
NM,IA,November,1
WA,IA,November,1
WA,TX,November,1
